S.No,Headline,Source,Link,Category,Cleaned_Text,Sentiment
90,Tirumala Brahmotsavams transform into a tapestry of the country’s folk heritage,Hindu,https://www.thehindu.com/news/national/andhra-pradesh/tirumala-brahmotsavams-transform-into-a-tapestry-of-the-countrys-folk-heritage/article70097347.ece,National,tirumala brahmotsavams transform tapestry countrys folk heritage,Neutral
91,Opening suspect sheets in force since BNS introduction; only 1 social media offender among 79 suspect sheets: Telangana Police,Hindu,https://www.thehindu.com/news/national/telangana/opening-suspect-sheets-in-force-since-bns-introduction-only-1-social-media-offender-among-79-suspect-sheets-telangana-police/article70093948.ece,National,opening suspect sheets force since bns introduction social media offender among suspect sheets telangana police,Positive
92,"Kerala Opposition Leader V.D. Satheesan accuses CPI(M) of aiding communal forces, vows to defend secular values",Hindu,https://www.thehindu.com/news/national/kerala/kerala-opposition-leader-vd-satheesan-accuses-cpim-of-aiding-communal-forces-vows-to-defend-secular-values/article70097214.ece,National,kerala opposition leader satheesan accuses cpim aiding communal forces vows defend secular values,Neutral
93,"Dulquer Salmaan moves Kerala High Court, challenges Customs seizure of high-end car",Hindu,https://www.thehindu.com/news/national/kerala/dulquer-salmaan-moves-kerala-high-court-challenges-customs-seizure-of-high-end-car/article70097327.ece,National,dulquer salmaan moves kerala high court challenges customs seizure highend car,Positive
94,"Need personal and professional integrity, transparency, adherence to rules: Neeraj Kumar Dohare, Sr. DGM of Central Railway",Hindu,https://www.thehindu.com/news/national/karnataka/need-personal-and-professional-integrity-transparency-adherence-to-rules-neeraj-kumar-dohare-sr-dgm-of-central-railway/article70077139.ece,National,need personal professional integrity transparency adherence rules neeraj kumar dohare dgm central railway,Positive
95,Supreme Court defers Vodafone Idea plea against extra AGR demand to October 6,Hindu,https://www.thehindu.com/news/national/supreme-court-defers-vodafone-idea-plea-against-extra-agr-demand-to-october-6/article70097233.ece,National,supreme court defers vodafone idea plea extra agr demand october,Neutral
96,In pictures | MiG-21 flies one last time,Hindu,https://www.thehindu.com/photos/in-pictures-mig-21-flies-one-last-time/article70097156.ece,National,pictures mig flies one last time,Neutral
97,Telangana ranks first in rainwater harvesting; 5.20 lakh works taken up in 2024-25,Hindu,https://www.thehindu.com/news/national/telangana/telangana-ranks-first-in-rainwater-harvesting-520-lakh-works-taken-up-in-2024-25/article70094514.ece,National,telangana ranks first rainwater harvesting lakh works taken,Positive
98,Allahabad HC junks Rahul Gandhi’s plea against Varanasi court orders on his remarks in U.S. on Sikh community,Hindu,https://www.thehindu.com/news/national/rahul-gandhi-us-speech-sikhs-allahabad-hc-varanasi-court-order-fir-plea/article70097254.ece,National,allahabad junks rahul gandhis plea varanasi court orders remarks sikh community,Neutral
99,Two killed as motorcycle rams tree near Villupuram,Hindu,https://www.thehindu.com/news/national/tamil-nadu/two-killed-as-motorcycle-rams-tree-near-villupuram/article70096734.ece,National,two killed motorcycle rams tree near villupuram,Negative
100,Madras High Court directs Sony Music to disclose revenue from ‘exploiting’ Ilaiyaraaja’s songs,Hindu,https://www.thehindu.com/news/national/tamil-nadu/madras-high-court-directs-sony-music-to-disclose-revenue-from-exploiting-ilaiyaraajas-songs/article70096780.ece,National,madras high court directs sony music disclose revenue exploiting ilaiyaraajas songs,Positive
101,Nitish Katara murder: Supreme Court refuses to extend interim bail of convict Vikas Yadav,Hindu,https://www.thehindu.com/news/national/nitish-katara-murder-supreme-court-refuses-to-extend-interim-bail-of-convict-vikas-yadav/article70097260.ece,National,nitish katara murder supreme court refuses extend interim bail convict vikas yadav,Neutral
102,Hyderabad Rain September 26 | Gates of Osman Sagar and Himayatsagar lifted; 55 people evacuated by GHMC,Hindu,https://www.thehindu.com/news/cities/Hyderabad/hyderabad-rain-september-26-gates-of-osman-sagar-and-himayatsagar-lifted-55-people-evacuated-by-ghmc/article70097221.ece,National,hyderabad rain september gates osman sagar himayatsagar lifted people evacuated ghmc,Neutral
103,"Dasara holidays for all Telangana Intermediate colleges from September 27, institutes to reopen on October 6",Hindu,https://www.thehindu.com/news/national/telangana/dasara-holidays-for-all-telangana-intermediate-colleges-from-september-27-to-october-6/article70097190.ece,National,dasara holidays telangana intermediate colleges september institutes reopen october,Neutral
104,Delhi Court reserves order on pre-arrest bail plea of self-styled godman Chaitanyananda Saraswati in forgery case,Hindu,https://www.thehindu.com/news/national/delhi-court-chaitanyananda-saraswati-self-styled-godman-pre-arrest-bail-verdict-reserved/article70097215.ece,National,delhi court reserves order prearrest bail plea selfstyled godman chaitanyananda saraswati forgery case,Neutral
105,Andhra Pradesh Governor Abdul Nazeer visits Kanaka Durga temple,Hindu,https://www.thehindu.com/news/national/andhra-pradesh/andhra-pradesh-governor-abdul-nazeer-visits-kanaka-durga-temple/article70096999.ece,National,andhra pradesh governor abdul nazeer visits kanaka durga temple,Neutral
106,"Government says India held ‘constructive’ meetings in the U.S., does not reveal date of next official meeting",Hindu,https://www.thehindu.com/business/Economy/india-held-constructive-meetings-in-us-does-not-reveal-date-of-next-official-negotiation-round-government/article70097198.ece,National,government says india held constructive meetings reveal date next official meeting,Neutral
107,"Karnataka rain: MP to distribute 2,500 food kits to flood-hit villagers in Kalaburagi",Hindu,https://www.thehindu.com/news/national/karnataka/karnataka-rain-mp-to-distribute-2500-food-kits-to-flood-hit-villagers-in-kalaburagi/article70093904.ece,National,karnataka rain distribute food kits floodhit villagers kalaburagi,Neutral
108,KCR announces Maganti Sunitha as BRS candidate for Jubilee Hills by-poll,Hindu,https://www.thehindu.com/news/national/telangana/kcr-announces-maganti-sunitha-as-brs-candidate-for-jubilee-hills-by-poll/article70097040.ece,National,kcr announces maganti sunitha brs candidate jubilee hills bypoll,Neutral
109,Kerala High Court directs government to decide on corruption probe against P.P. Divya within two months,Hindu,https://www.thehindu.com/news/national/kerala/kerala-high-court-directs-government-to-decide-on-corruption-probe-against-pp-divya-within-two-months/article70096962.ece,National,kerala high court directs government decide corruption probe divya within two months,Positive
110,Mysore Sandal Soap is now the fragrance partner for Kantara – Chapter 1,Hindu,https://www.thehindu.com/news/national/karnataka/mysore-sandal-soap-is-now-the-fragrance-partner-for-kantara-chapter-1/article70096945.ece,National,mysore sandal soap fragrance partner kantara chapter,Neutral
111,"Complete ban on firecrackers doesn’t work, need balanced approach: Supreme Court",Hindu,https://www.thehindu.com/news/national/complete-ban-on-firecrackers-doesnt-work-need-balanced-approach-supreme-court/article70097032.ece,National,complete ban firecrackers doesnt work need balanced approach supreme court,Positive
112,Supreme Court directs preservation of body of top Maoist commander Katha Ramchandra Reddy killed in police encounter,Hindu,https://www.thehindu.com/news/national/supreme-court-directs-preservation-of-body-of-top-maoist-commander-katha-ramchandra-reddy-killed-in-police-encounter/article70097074.ece,National,supreme court directs preservation body top maoist commander katha ramchandra reddy killed police encounter,Positive
113,Karnataka socio-educational survey: Kodavas confused over how to record religious identity,Hindu,https://www.thehindu.com/news/national/karnataka/kodavas-confused-over-how-to-record-religious-identity-in-socio-economic-survey-in-karnataka/article70093395.ece,National,karnataka socioeducational survey kodavas confused record religious identity,Negative
114,"Police seize MDMA, ganja after dramatic car chase in Kerala’s Kasaragod",Hindu,https://www.thehindu.com/news/national/kerala/police-seize-mdma-ganja-after-dramatic-car-chase-in-keralas-kasaragod/article70097029.ece,National,police seize mdma ganja dramatic car chase keralas kasaragod,Negative
115,"Rajnath Singh bids farewell to MiG-21, calls it symbol of India-Russia ties",Hindu,https://www.thehindu.com/news/national/mig-21-added-many-proud-moments-in-military-aviation-journey-says-rajnath-singh/article70097114.ece,National,rajnath singh bids farewell mig calls symbol indiarussia ties,Neutral
116,Supreme Court stays Andhra Pradesh HC order faulting CBI director over Tirupati ‘adulterated ghee’ probe,Hindu,https://www.thehindu.com/news/national/supreme-court-stays-andhra-pradesh-hc-order-faulting-cbi-director-over-tirupati-adulterated-ghee-probe/article70096877.ece,National,supreme court stays andhra pradesh order faulting cbi director tirupati adulterated ghee probe,Neutral
117,Pray to Maa Durga that 'Sonar Bangla' glory is restored by new Govt post 2026 polls: Amit Shah in Kolkata,Hindu,https://www.thehindu.com/news/cities/kolkata/amit-shah-bengal-polls-2026-kolkata-visit-tmc-bjp/article70097023.ece,National,pray maa durga sonar bangla glory restored new govt post polls amit shah kolkata,Positive
118,"Bengal school jobs ‘scam’: Calcutta HC grants bail to former Minister Partha Chatterjee, unlikely to walk out of jail just yet",Hindu,https://www.thehindu.com/news/cities/kolkata/bengal-school-jobs-scam-partha-chatterjee-bail-jail-durga-puja-calcutta-hc/article70096987.ece,National,bengal school jobs scam calcutta grants bail former minister partha chatterjee unlikely walk jail yet,Negative
119,Man dies after village headman in Uttar Pradesh opens fire at his child's naming ceremony,Hindu,https://www.thehindu.com/news/national/uttar-pradesh/man-dies-after-village-headman-in-uttar-pradesh-opens-fire-at-his-childs-naming-ceremony/article70096895.ece,National,man dies village headman uttar pradesh opens fire childs naming ceremony,Neutral
120,"Eleven shops gutted in fire accident in Santapeta, Nellore in Andhra Pradesh",Hindu,https://www.thehindu.com/news/national/andhra-pradesh/eleven-shops-gutted-in-fire-accident-in-santapeta-nellore-in-andhra-pradesh/article70096722.ece,National,eleven shops gutted fire accident santapeta nellore andhra pradesh,Neutral
121,Ladakh protests: what do protesters want?,Hindu,https://www.thehindu.com/news/national/ladakh/ladakh-protests-why-did-clashes-erupt-in-leh-and-what-do-protesters-want/article70096721.ece,National,ladakh protests protesters want,Neutral
122,Watch: Telangana model for Bihar: Deputy CM Mallu Bhatti Vikramarka on backward caste reforms,Hindu,https://www.thehindu.com/shorts/watch-telangana-model-for-bihar-deputy-cm-mallu-bhatti-vikramarka-on-backward-caste-reforms/article70094743.ece,National,watch telangana model bihar deputy mallu bhatti vikramarka backward caste reforms,Neutral
123,‘Jal Prahar 2025’ concludes with Indian Navy’s successful two-phase joint amphibious exercise with Army,Hindu,https://www.thehindu.com/news/cities/Visakhapatnam/jal-prahar-2025-concludes-with-indian-navys-successful-two-phase-joint-amphibious-exercise-with-army/article70096845.ece,National,jal prahar concludes indian navys successful twophase joint amphibious exercise army,Positive
124,Amit Shah inaugurates Durga Pujas in Kolkata while invoking political change in West Bengal,Hindu,https://www.thehindu.com/news/national/west-bengal/pray-to-maa-durga-there-is-a-new-government-restoring-west-bengals-lost-sonar-bangla-glory-post-polls-says-amit-shah/article70096856.ece,National,amit shah inaugurates durga pujas kolkata invoking political change west bengal,Neutral
125,Supreme Court dismisses plea seeking ban on Salman Rushdie’s novel ‘The Satanic Verses’,Hindu,https://www.thehindu.com/news/national/supreme-court-dismisses-plea-seeking-ban-on-salman-rushdies-novel-the-satanic-verses/article70096837.ece,National,supreme court dismisses plea seeking ban salman rushdies novel satanic verses,Neutral
126,Civil police officer on duty killed in Kasaragod accident,Hindu,https://www.thehindu.com/news/national/kerala/civil-police-officer-on-duty-killed-in-kasaragod-accident/article70096382.ece,National,civil police officer duty killed kasaragod accident,Negative
127,"1,000 kidney transplants and counting at Chennai’s Stanley Hospital",Hindu,https://www.thehindu.com/news/cities/chennai/1000-kidney-transplants-and-counting-at-chennais-stanley-hospital/article70074612.ece,National,kidney transplants counting chennais stanley hospital,Neutral
128,Delhi HC questions Sameer Wankhede over maintainability of defamation plea against Aryan Khan’s ‘Ba***ds of Bollywood’ series,Hindu,https://www.thehindu.com/news/national/sameer-wankhede-delhi-hc-aryan-khan-srk-bads-of-bollywood-defamation-plea-questioned/article70096775.ece,National,delhi questions sameer wankhede maintainability defamation plea aryan khans bads bollywood series,Neutral
129,"PM Modi launches Bihar’s employment scheme by transferring ₹10,000 each into the bank accounts of 75 lakh women",Hindu,https://www.thehindu.com/elections/bihar-assembly/pm-modi-launches-bihars-mukhyamantri-mahila-rojgar-yojana/article70096776.ece,National,modi launches bihars employment scheme transferring bank accounts lakh women,Neutral
